Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
194206,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/29/19 14:52,"853 Ridge St, Austin, TX 73301"
194207,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/04/19 10:38,"728 Walnut St, New York City, NY 10001"
194208,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/16/19 10:40,"203 Madison St, Boston, MA 02215"
194209,$T$h$i$n$k$P$a$d$ $L$a$p$t$o$p$,1,£999.99,05/09/19 21:06,"800 Sunset St, Dallas, TX 75001"
194210,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,2,,05/23/19 18:37,"728 Dogwood St, New York City, NY 10001"
194211,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/08/19 13:40,"107 Jackson St, Los Angeles, CA 90001"
194212,$L$G$ $W$a$s$h$i$n$g$ $M$a$c$h$i$n$e$,1,£600.0,05/22/19 20:40,"665 2nd St, Portland, ME 04101"
194213,$G$o$o$g$l$e$ $P$h$o$n$e$,1,£600,05/09/19 10:18,"941 7th St, Dallas, TX 75001"
194214,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,4,,05/05/19 09:21,"866 9th St, Los Angeles, CA 90001"
194215,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/16/19 23:11,"795 Pine St, Boston, MA 02215"
194216,$V$a$r$e$e$b$a$d$d$ $P$h$o$n$e$,1,£400,05/26/19 15:02,"972 7th St, New York City, NY 10001"
194217,$F$l$a$t$s$c$r$e$e$n$ $T$V$,1,£300,05/11/19 19:50,"562 13th St, New York City, NY 10001"
194218,$T$h$i$n$k$P$a$d$ $L$a$p$t$o$p$,1,£999.99,05/31/19 14:38,"981 Washington St, Boston, MA 02215"
194219,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,2,£14.95,05/31/19 06:45,"276 Walnut St, San Francisco, CA 94016"
194220,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/24/19 23:47,"990 10th St, Austin, TX 73301"
194221,$2$7$i$n$ $4$K$ $G$a$m$i$n$g$ $M$o$n$i$t$o$r$,1,£389.99,05/23/19 09:59,"431 8th St, Los Angeles, CA 90001"
194222,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,2,£3.84,05/14/19 16:02,"297 Johnson St, San Francisco, CA 94016"
194223,$F$l$a$t$s$c$r$e$e$n$ $T$V$,1,£300,05/16/19 04:53,"228 Wilson St, Portland, ME 04101"
194224,$2$0$i$n$ $M$o$n$i$t$o$r$,1,£109.99,05/27/19 16:25,"360 Highland St, San Francisco, CA 94016"
194225,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/09/19 17:22,"958 Maple St, Boston, MA 02215"
194226,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/16/19 00:10,"883 Sunset St, New York City, NY 10001"
194227,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/29/19 19:36,"680 Johnson St, New York City, NY 10001"
194228,$i$P$h$o$n$e$,1,£700,05/20/19 11:52,"558 1st St, New York City, NY 10001"
194229,$V$a$r$e$e$b$a$d$d$ $P$h$o$n$e$,1,£400,05/09/19 18:22,"815 Chestnut St, New York City, NY 10001"
194230,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/30/19 20:03,"605 Hickory St, San Francisco, CA 94016"
194231,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/02/19 13:41,"949 10th St, Portland, OR 97035"
194232,$2$7$i$n$ $4$K$ $G$a$m$i$n$g$ $M$o$n$i$t$o$r$,1,£389.99,05/07/19 07:53,"145 9th St, New York City, NY 10001"
194233,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/04/19 17:16,"616 Sunset St, San Francisco, CA 94016"
194234,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/04/19 17:21,"949 Cedar St, San Francisco, CA 94016"
194235,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/16/19 12:51,"506 Chestnut St, Seattle, WA 98101"
194236,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/16/19 16:44,"95 7th St, Seattle, WA 98101"
194237,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/29/19 16:29,"342 8th St, Austin, TX 73301"
194238,$2$7$i$n$ $F$H$D$ $M$o$n$i$t$o$r$,1,£149.99,05/14/19 13:11,"816 Forest St, San Francisco, CA 94016"
194239,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/17/19 20:22,"349 Walnut St, San Francisco, CA 94016"
194240,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/21/19 20:36,"909 11th St, New York City, NY 10001"
194241,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/16/19 13:55,"104 South St, New York City, NY 10001"
194242,$2$0$i$n$ $M$o$n$i$t$o$r$,1,£109.99,05/24/19 20:18,"252 Johnson St, San Francisco, CA 94016"
194243,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/06/19 21:33,"206 Forest St, Los Angeles, CA 90001"
194244,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/18/19 12:04,"610 Ridge St, Portland, OR 97035"
194245,$M$a$c$b$o$o$k$ $P$r$o$ $L$a$p$t$o$p$,1,£1700,05/26/19 16:50,"93 Hickory St, Los Angeles, CA 90001"
194246,$2$7$i$n$ $4$K$ $G$a$m$i$n$g$ $M$o$n$i$t$o$r$,1,£389.99,05/10/19 17:34,"675 Main St, San Francisco, CA 94016"
194247,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/23/19 17:26,"661 Sunset St, Los Angeles, CA 90001"
194248,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,2,£3.84,05/04/19 11:56,"484 6th St, San Francisco, CA 94016"
194249,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/30/19 23:53,"400 Washington St, San Francisco, CA 94016"
194250,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/11/19 01:10,"991 Cherry St, Austin, TX 73301"
194251,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/17/19 22:25,"100 Washington St, Seattle, WA 98101"
194252,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/09/19 08:53,"172 Elm St, New York City, NY 10001"
194253,$i$P$h$o$n$e$,1,£700,05/07/19 09:42,"108 Adams St, Austin, TX 73301"
194253,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/07/19 09:42,"108 Adams St, Austin, TX 73301"
194253,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/07/19 09:42,"108 Adams St, Austin, TX 73301"
194253,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/07/19 09:42,"108 Adams St, Austin, TX 73301"
194254,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/13/19 13:17,"899 Main St, San Francisco, CA 94016"
194255,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/29/19 21:45,"127 Lake St, Austin, TX 73301"
194256,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/03/19 13:11,"89 Pine St, Dallas, TX 75001"
194257,$2$7$i$n$ $4$K$ $G$a$m$i$n$g$ $M$o$n$i$t$o$r$,1,£389.99,05/19/19 15:19,"317 Forest St, San Francisco, CA 94016"
